,Fecha,Ubicacion,Operador,Ruta,Tipo Avion,Num Registro,cn / ln,Total Muertes en Suelo,Año,Total Abordo,Pasajeros abordo,Tripulación Abordo,Total Muertes,Muertes Pasajeros,Muertes Tripulacion,Tasa Mortalidad,Ciudad
3887,1994-10-08,"Mitu, Colombia",SELVA,Villavicencio - Mitu,Antonov AN-32B,HK3929X,3301,0,1994,10,5,5,10,5,5,1.0,Villavicencio 
3888,1994-10-12,"Krakas Mountains, near Natanz , Iran",Iran Asseman Airlines,Isfahan - Terhan,Fokker F-28 Fellowship 1000,EP-PAV,11070,0,1994,66,59,7,66,59,7,1.0,Isfahan 
3889,1994-10-14,"Near Formoso do Aragala, Brazil",Military - Brazilian Air Force,Rio de Janeiro - Belem,Lockheed C-130E,C-130-2460,4293,0,1994,21,15,6,21,15,6,1.0,Rio de Janeiro 
3892,1994-10-29,"Near Ust'-Ilimsk, Russia",Aeronica,Yushno - Ust Ilimsk,Antonov AN-12A,RA-11790,1340302,0,1994,23,16,7,23,16,7,1.0,Yushno 
3893,1994-10-31,"Roselawn, Indiana",American Eagle,Indianapolis - Chicago,ATR-72-212,N401AM,401,0,1994,68,64,4,68,64,4,1.0,Indianapolis 
3894,1994-11-01,"Off Cozumel, Mexico",Transportes Aereos Pegaso,Cozumel - Chichen Itza,Bell 212,XA-SVS,30824,0,1994,14,13,1,14,13,1,1.0,Cozumel 
3895,1994-11-04,"Near Nabire, Indonesia",Trigana Air Service,Nabire - Obano,de Havilland Canada DHC-6 Twin Otter 100,PK-YNM,55,0,1994,4,2,2,4,2,2,1.0,Nabire 
3896,1994-11-05,"Saposa, Peru",SA Amazonica,Trujillo - Saposa,Yakovlev YAK-40,OB-1569,9140220,0,1994,30,26,4,6,5,1,0.2,Trujillo 
3897,1994-11-16,"Avenal, California",Ameriflight,Burbank - Oakland,Beechcraft C99,N63995,U-178,0,1994,1,0,1,1,0,1,1.0,Burbank 
3898,1994-11-22,Papua New Guinea,Southwest Air,Selbang - Bolvovip,Britten Norman BN-2A Trislander,P2-SWC,0835,0,1994,7,6,1,7,6,1,1.0,Selbang 
3901,1994-12-10,Pacific Ocean,Philippine Air Lines,Manila - Cebu - Tokyo,Boeing B-747-200,EI-BWF,21575,0,1994,293,273,20,1,1,0,0.0034129692832764505,Manila 
3902,1994-12-13,"Morrisville, North Carolina",American Eagle,Greensboro - Raleigh,British Aerospace Jetstream 3201,N918AE,918,0,1994,20,18,2,15,13,2,0.75,Greensboro 
3905,1994-12-17,"Papua, New Guinea",Missionary Aviation Fellowship,Tabubil - Selbang,de Havilland Canada DHC-6 Twin Otter 200,P2-MFS,187,0,1994,28,26,2,28,26,2,1.0,Tabubil 
3906,1994-12-21,"Coventry, England",Phoenix Aviation,East Midlands - Coventry,Boeing 737-2D6C,7T-VEE,20758/322,0,1994,5,0,5,5,0,5,1.0,East Midlands 
3907,1994-12-26,"Algiers Airport, Algeria",Air France,Alger - Paris,Airbus A300B2-1C,F-GBEC,104,3,1994,239,227,12,3,3,0,0.012552301255230125,Alger 
3908,1994-12-29,"Near Van, Turkey",Turkish Airlines (THY),Ankara - Van,Boeing B-737-4Y0,TC-JES,26074/2376,0,1994,76,69,7,57,52,5,0.75,Ankara 
3909,1995-01-05,"Isfahan, Iran",Military - Iranian Air Force,Isfahan - Tehran,Lockheed 1329 Jetstar 8,1003,5203,0,1995,12,6,6,12,6,6,1.0,Isfahan 
3910,1995-01-10,"Off Flores Island, Inodnesia",Merpati Nusantara Airlines,Bima - Ruteng,de Havilland Canada DHC-6 Twin Otter 300,PK-NUK,390,0,1995,14,10,4,14,10,4,1.0,Bima 
3911,1995-01-11,"Cartagena, Colombia",Intercontinental de Aviacion,Bogota - Cartagena,McDonnell Douglas DC-9-14,HK-3839X,45742/26,0,1995,52,47,5,51,46,5,0.9807692307692307,Bogota 
3912,1995-01-14,"Los Angeles, California",Air Taxi - Wolfe Air Aviation Ltd.,"Los Angeles, CA - Burbank, CA",Bell 206B,N2209P,3520,0,1995,4,3,1,2,2,0,0.5,"Los Angeles, CA "
3913,1995-01-17,"Kathmandu, Nepal",Royal Nepal Airlines,Kathmandu - Rumjatar,de Havilland Canada DHC-6 Twin Otter 300,9N-ABI,392,0,1995,24,21,3,2,1,1,0.08333333333333333,Kathmandu 
3914,1995-01-20,"Near Krasnoyarsk, Russia",Abakan Airlines,Krasnoyarsk - Abakan,Let 410UVP,RA-67120,790316,0,1995,19,17,2,3,1,2,0.15789473684210525,Krasnoyarsk 
3915,1995-01-20,"Le Bourget, France",Leadair - Charter,Paris - Romania,Dassault Falcon 20E,F-GHLN,225,0,1995,10,7,3,10,7,3,1.0,Paris 
3916,1995-02-16,"Kansas City, Missouri",ATI,Kansas City - Chicopee,McDonnell Douglas DC-8-63F,N782AL,45929/367,0,1995,3,0,3,3,0,3,1.0,Kansas City 
3917,1995-03-16,"Ossora, Russia",Aeroflot,Petropavlovsk -  Ossora,Antonov 26B,RA-26084,11806,0,1995,10,4,6,9,3,6,0.9,Petropavlovsk 
3918,1995-03-31,"Near Balotesti, Romania",Tarom (Transporturile Aeriene Romane),Bucharest - Brussel,Airbus A310-324,YR-LCC,450/395,0,1995,60,49,11,60,49,11,1.0,Bucharest 
3919,1995-04-23,"Lagos, Nigeria",Bristow Helicopters,Port Harcourt - Lagos,de Havilland Canada DHC-6 Twin Otter 300,5N-AJQ,607,0,1995,9,7,2,1,0,1,0.1111111111111111,Port Harcourt 
3920,1995-04-29,"Near Palaly AFB, Sri Lanka",Military - Sri Lanka Air Force,Anuradhapura - Palaly AFB,Hawker Siddeley HS-748-357/2B SCD,4R-HVA,1768,0,1995,52,49,3,52,49,3,1.0,Anuradhapura 
3921,1995-05-01,"Sioux Falls, Ontario, Canada",Bearskin Airlines / Air Sandy,Red Lake - Sioux Lookout  / Sioux Lookout - Red Lake,Swear. SA-227CC Metro 23/Piper Navajo,C-GYYB/ C-GYPZ,CC-827B /?,0,1995,8,5,3,8,5,3,1.0,Red Lake 
3922,1995-05-03,"Quito, Ecuador",American Jet,Buenos Aires - La Paz - Quito,Grumman Gulfstream II,N409MA,083,0,1995,7,5,2,7,5,2,1.0,Buenos Aires 
3923,1995-05-09,"Cerro San Jeronimo, Colombia",ADES Colombia,Mitu - Villavicencio,Curtiss C-46F,HK-3079G,22538,0,1995,9,5,4,9,5,4,1.0,Mitu 
3924,1995-05-13,"Near Boise, Idaho",Military - U.S. Air Force,"Boise, ID - Colorado Springs, CO",Lockheed C-130E Hercules,62-1838,3801,0,1995,6,0,6,6,0,6,1.0,"Boise, ID "
3925,1995-05-24,"Near Leeds, England",Knight Air,Leeds - Aberdeen,Embraer 110 P1 Bandeirante,G-OEAA,110-256,0,1995,12,9,3,12,9,3,1.0,Leeds 
3926,1995-05-25,"Miraflores, Colombia",LACOL,Villavicencio - Miraflores,Douglas DC-3C,HK-3213,25659,0,1995,11,9,2,2,2,0,0.18181818181818182,Villavicencio 
3928,1995-06-09,"Near Palmerston North, New Zealand",Ansett New Zealand,Auckland - Palmerston North,de Havilland Canada DHC-8-102,ZK-NEY,055,0,1995,21,18,3,4,3,1,0.19047619047619047,Auckland 
3930,1995-06-16,"Herputchi, Russia",Aeroflot,Poliny - Nikolayevsk-on-Amur,Antonov AN-2,RA-07743,1G259-18,0,1995,14,12,2,13,11,2,0.9285714285714286,Poliny 
3931,1995-06-17,"Near Cuvela, Angola",Military - Angolan Air Force,Ondjiva - Catumbela,CASA 212-200 Aviocar,T401,A53-2-326,0,1995,48,45,3,48,45,3,1.0,Ondjiva 
3932,1995-06-24,"Lagos, Nigeria",Harka Air Services,Kaduna - Lagos,Tupolev TU-134A,RA-65617,4308068,0,1995,80,74,6,16,16,0,0.2,Kaduna 
3933,1995-06-27,"La Romana, Dominican Republic",Salair,"Santo Domingo - Aguadilla, Puerto Rico",Convair CV-440,N356SA,432,0,1995,2,0,2,2,0,2,1.0,Santo Domingo 
3934,1995-07-01,"Kiunga, Papua New Guinea",Garamut Aviation,Port Moresby - Tabubil,de Havilland Canada C-7A Caribou,P2-VTC,13,0,1995,3,1,2,3,1,2,1.0,Port Moresby 
3935,1995-07-12,"Gumey, Papua New Guinea",Milne Bay Air,Alotou - Dagura,de Havilland Canada DHC-6 Twin Otter 300,P2-MBI,275,0,1995,15,13,2,15,13,2,1.0,Alotou 
3937,1995-07-18,"Near Antananivo, Madagascar",Military - Madagascar Air Force,Maintirano - Antananivo,Douglas C-47A,5R-MMG,19525,0,1995,34,29,5,34,29,5,1.0,Maintirano 
3939,1995-08-02,"Johannesburg, South Africa",Aero Air,Johannesburg - Jamba,Antonov An-2R,RA-05708,1G153-21,0,1995,3,0,3,3,0,3,1.0,Johannesburg 
3940,1995-08-09,"Mt. Chichontepec, San Vincente, El Salvador",Aviateca,Guatemala City - San Salvador,Boeing B-737-2H6,N125GU,23849/1453,0,1995,65,58,7,65,58,7,1.0,Guatemala City 
3941,1995-08-09,"Near Kaimana, Indonesia",Bourag Indonesia Airlines,Tual - Langgar - Kaimana,Hawker Siddeley HS-748 2A,PK-KHL,1735,0,1995,10,6,4,10,6,4,1.0,Tual 
3942,1995-08-14,"Nevada del Huila, Colombia",AIRES Colombia,Neiva - Cali,Embraer 110P1 Bandeirante,HK-2594,110310,0,1995,10,8,2,10,8,2,1.0,Neiva 
3943,1995-08-21,"Near Carrollton, Georgia",Atlantic Southeast Airlines,Atlanta - Gulfport,Embraer 120-RT Brasilia,N256AS,120-122,0,1995,29,26,3,10,9,1,0.3448275862068966,Atlanta 
3944,1995-09-01,"Near Farewell, Alaska",North Star Air Cargo,Farewell - Anchorage,Shorts SC-7 Skyvan,N30GA,SH-1839,0,1995,1,0,1,1,0,1,1.0,Farewell 
3945,1995-09-02,"Beaver Dam, Arizona",Adventure Airlines,"Las Vegas, NV - W. Yellowstone, MT",Cessna 421C Golden Eagle,N6234G,421C-0265,0,1995,8,7,1,8,7,1,1.0,"Las Vegas, NV "
3946,1995-09-02,"Toronto, Ontario, Canada",Military - Royal Air Force,Air Show,British Aerospace Nimrod MR-2P,XV239,8014,0,1995,7,0,7,7,0,7,1.0,Air Show
3947,1995-09-09,"Near La Macarena, Colombia",SAETA,Villavicencio - La Macarena,CASA 212 Aviocar 200,FAC1152,306,0,1995,22,18,4,21,17,4,0.9545454545454546,Villavicencio 
3948,1995-09-11,"Jalalabad, Afghanistan",Ariana Afghan Airlines,Kabul - Jalalabad,Antonov AN-26B,YA-BAO,14305,0,1995,51,44,7,3,3,0,0.058823529411764705,Kabul 
3949,1995-09-12,"Off Colombo, Sri Lanka",Military - Sri Lanka Air Force,Ratmalana - Palali base,Antonov AN-32,CR861,3502,0,1995,81,76,5,81,76,5,1.0,Ratmalana 
3950,1995-09-15,"Tawau,  Malaysia",Malaysia Airlines,Kota Kinabalu - Tawau,Fokker 50,9M-MGH,20174,0,1995,53,49,4,34,32,2,0.6415094339622641,Kota Kinabalu 
3951,1995-09-21,"Near Moron, Mongolia",MIAT - Mongolian Airlines,Ulan Bator - Moron,Antonov AN-24RV,BNMAU-10103,573101103,0,1995,43,37,6,42,36,6,0.9767441860465116,Ulan Bator 
3952,1995-09-22,"Anchorage, Alaska",Military - U.S. Air Force,Anchorage-Elmendorf AFB - Anchorage-Elmendorf AFB,Boeing B-707 (E-3B),77-0354,21554/933,0,1995,24,20,4,24,20,4,1.0,Anchorage
3953,1995-09-24,"Sterligov Cape, Russia",Norilsk Flight Company,Cape Chelyuskin - Sterligov Cope,Mil Mi-8T,RA-24553,98522942,0,1995,15,10,5,15,10,5,1.0,Cape Chelyuskin 
3954,1995-09-27,"Campbell River, British Columbia, Canada",Western Straits Air,Triumph Bay - Campbell River,De Havilland Dash-3,C-FEBX,38,0,1995,10,9,1,8,7,1,0.8,Triumph Bay 
3955,1995-10-03,"Gunung Antara, Indonesia",Sabang Merauke Raya Air Charter,Medan - Meulaboh,CASA 212,PK-ZAG,158/28N,0,1995,14,12,2,1,0,1,0.07142857142857142,Medan 
3957,1995-11-09,"Near Luyaba, Argentina",Military - Argentine Air Force,Comodoro Rivadavia - Cordoba,Fokker F-27 Friendship 500,TC-72,10619,0,1995,53,48,5,53,48,5,1.0,Comodoro Rivadavia 
3958,1995-11-12,"East Granby, Connecticut",American Airlines,Chicago - East Granby,McDonnell Douglas MD-83,N566AA,49348/1374,0,1995,78,73,5,0,0,0,0.0,Chicago 
3959,1995-11-13,"Kaduna, Nigeria",Nigeria Airways,Jos - Kano,Boeing B-737-2F9,5N-AUA,22985,0,1995,137,129,8,9,9,0,0.06569343065693431,Jos 
3960,1995-11-22,"Off Jaffna Peninsula , Sri Lanka",Military - Sri Lanka Air Force,Colombo - Palay AFB,Antonov AN-32,CR862,3503,0,1995,63,57,6,63,57,6,1.0,Colombo 
3963,1995-12-03,"Near Douala, Cameroon",Cameroon Airlines,Cotonou - Douala,Boeing B-737-2K9,TJ-CBE,23386/1143,0,1995,78,72,6,72,68,4,0.9230769230769231,Cotonou 
3964,1995-12-05,"Near Nakhichevan, Azerbaijan, Russia",Azerbaijani Airlines,Nakhichevan - Baku,Tupolev TU-134B-3,4K-65703,63383,0,1995,82,76,6,54,52,2,0.6585365853658537,Nakhichevan 
3965,1995-12-07,"Near Grossevichi, Russia",Far East Aviation,Yushno - Khabarovk,Tupolev TU-154B,RA-85164,76A-0164,0,1995,98,90,8,98,90,8,1.0,Yushno 
3966,1995-12-13,"Verona  - Villafranca, Italy",Romanian Banat Air,Verona - Timisoara,Antonov AN-24B,YR-AMR,77303309,0,1995,49,41,8,49,41,8,1.0,Verona 
3967,1995-12-18,"Cahungula, Angola",Trans Service Airlift,Jamba Airport - ?,Lockheed L-188C Electra,9Q-CRR,1080,0,1995,144,139,5,141,137,4,0.9791666666666666,Jamba Airport 
3968,1995-12-20,"Near Buga, Valle del Cauca, Colombia",American Airlines,Miami - Cali,Boeing B-757-223,N651AA,24609/390,0,1995,164,156,8,160,152,8,0.975609756097561,Miami 
3969,1995-12-22,"Bagasin, Papua New Guinea",Island Airways,Madang - Bundi,Britten Norman BN-2A-21 Trislander,P2-NAM,0207,0,1995,12,11,1,2,1,1,0.16666666666666666,Madang 
3970,1996-01-08,"Off Bridgetown, Barbados",Mustique Airways,Union Island - Bridgetown,Britten-Norman BN-2A-27 Islander,J8-VAK,436,0,1996,10,9,1,1,1,0,0.1,Union Island 
3971,1996-01-08,"Kinshasa, Zaire",African Air,Kinshasa - Kahemba,Antonov AN-32B,RA-26222,2301,225,1996,6,0,6,2,0,2,0.3333333333333333,Kinshasa 
3972,1996-01-18,"Near Kano, Nigeria",Military - Nigerian Air Force,Lagos - Kano,British Aerospace BAe-125-700B,5N-AXO,257196,0,1996,14,10,4,14,10,4,1.0,Lagos 
3974,1996-02-04,"Asuncion, Paraguay",Lineas Aereas del Caribe,Asuncion - Campina Grande,McDonnell Douglas DC-8-55F,HK-3979X,45882/282,24,1996,4,1,3,4,1,3,1.0,Asuncion 
3975,1996-02-05,"St. Johns, Arizona",Business Air Connection,"St. Johns, AZ - Brownsville, TX",ConvairCV-440,N131T,338,0,1996,4,2,2,4,2,2,1.0,"St. Johns, AZ "
3976,1996-02-06,"Off Puerto Plata, Domincan Republic","Alas Nacionales, leased from Birgen Air",Puerto Plata - Gander,Boeing B-757-225,TC-GEN,22206/31,0,1996,189,176,13,189,176,13,1.0,Puerto Plata 
3978,1996-02-12,"Port-au-Prince, Hati",Hati Express,Port-au-Prince - Cap Haitien,GAF Nomad N-24A,N224E,62,0,1996,15,13,2,11,9,2,0.7333333333333333,Port
3980,1996-02-27,"Near Lukapa, Angola",Aero Tropical,Ludana - Lukapa,Antonov 12BP,ER-ACE,402812,0,1996,8,3,5,8,3,5,1.0,Ludana 
3981,1996-02-29,"Arequipa, Peru",Compania de Aviacion Faucett SA (Peru),Lima - Arequipa,Boeing B-737-222,OB-1451,19072/86,0,1996,123,117,6,123,117,6,1.0,Lima 
3984,1996-04-03,"Near Dubrovnik, Croatia",Military - U.S. Air Force,Tizla - Dubrovnik,Boeing B-737-T43,73-1149,20696/347,0,1996,35,29,6,35,29,6,1.0,Tizla 
3985,1996-04-05,"Near Petropavlovsk, Russia",Krasnoyarskie Avialinii,Novosibirsk - Petropavlovsk,Ilyushin IL-76TD,RA-76752,0093498967,0,1996,20,11,9,20,11,9,1.0,Novosibirsk 
3986,1996-04-05,"Off Matsu Island, Taiwan",Formosa Airlines,Taipei - Matsu Island,Dornier 228-212,B-12257,8223,0,1996,17,15,2,6,6,0,0.35294117647058826,Taipei 
3987,1996-04-11,"Cheyenne, Wyoming",Private,"Cheyenne, WY - Lincoln, NE",Cessna 177B,N35207,17702266,0,1996,3,2,1,3,2,1,1.0,"Cheyenne, WY "
3988,1996-05-03,"Near Haj Yousif, Sudan",Federal Airlines,Wadi Halfa - Khartoum,Antonov AN-24,ST-FAG,STFA001,0,1996,53,48,5,53,48,5,1.0,Wadi Halfa 
3990,1996-05-10,"Otaez, Mexico",Aeroservicios Empresariales de Durango,Durango - Otaez,de Havilland Canada DHC-6 Twin Otter 200,XA-SWJ,126,0,1996,19,17,2,16,14,2,0.8421052631578947,Durango 
3991,1996-05-11,"Oumba, Papua New Guinea",Milne Bay Air,Menyamya - Marakawa,Britten Norman BN-2A-20 Trislander,P2-ISD,582,0,1996,10,9,1,1,1,0,0.1,Menyamya 
3992,1996-05-11,"Everglades, Miami, Florida",ValuJet,Miami - Atlanta,McDonnell Douglas DC-9-32,N904VJ,47377/496,0,1996,110,105,5,110,105,5,1.0,Miami 
3993,1996-05-19,"Griesta, United Kingdom",Loganair,Inverness - Lerwick,Britten-Norman BN-2A-26 Islander,G-BEDZ,544,0,1996,3,2,1,3,2,1,1.0,Inverness 
3994,1996-06-06,"Kinshasa, Democratic Republic Congo",Hoseba,"Kinshasa, Congo  - Athens, Greece",Ilyushin 76MD,UR-76539,0033442234,0,1996,10,2,8,10,2,8,1.0,"Kinshasa, Congo  "
3995,1996-06-09,"Rasht, Iran",Iran Air,Training,Boeing 727-286,EP-IRU,21079/1131,0,1996,7,0,7,7,0,7,1.0,Training
3997,1996-06-13,"Fukuoka, Japan",Garuda Indonesia Airlines,Fukuoka - Denpasar,McDonnell Douglas DC-10-30,PK-GIE,46685/284,0,1996,275,260,15,3,3,0,0.01090909090909091,Fukuoka 
3998,1996-06-21,"Shanghai, China",China Flying Dragon Aviation (Feilong Airlines),Dalian - Shanghai,Harbin Yunshuji Y-12-II,B-3822,0001,0,1996,12,9,3,2,1,1,0.16666666666666666,Dalian 
3999,1996-07-06,"Pensacola, Florida",Delta Air Lines,Pensacola - Atlanta,McDonnell Douglas MD-88,N927DA,49714/1524,0,1996,142,137,5,2,2,0,0.014084507042253521,Pensacola 
4000,1996-07-09,"Papua, New Guinea",Milne Bay Air,Bosavi - Mendi,de Havilland Canada DHC-6 Twin Otter 300,P2-MBB,290,0,1996,20,19,1,20,19,1,1.0,Bosavi 
4001,1996-07-11,"Near Kanda, India",Archana Airlines,Delhi - Shimla - Kulu,Let 410,VT-ETC,942703,0,1996,9,6,3,9,6,3,1.0,Delhi 
4002,1996-07-15,"Near Eindhoven, The Netherlands",Military - Belgian Air Force,"Villafranca, Italy - Eindhoven AB",Lockheed C-130H,CH-06,4473,0,1996,41,37,4,34,30,4,0.8292682926829268,"Villafranca, Italy "
4003,1996-07-17,"Off East Moriches, New York",Trans World Airlines,New York City - Paris,Boeing B-747-131,N93119,20083/153,0,1996,230,212,18,230,212,18,1.0,New York City 
4004,1996-07-17,"Near Playa del Carmen, Mexico",Aerolatino (Aerocaribe),Holvox Island - Playa del Carmen,de Havilland Canada DHC-6 Twin Otter 300,XA-TCF,734,0,1996,18,16,2,1,1,0,0.05555555555555555,Holvox Island 
4005,1996-07-20,"Russian Mission, Alaska",Northern Air Cargo,Emmonak - Aniak,Douglas DC-6A,N313RS,44663/630,0,1996,4,1,3,4,1,3,1.0,Emmonak 
4006,1996-07-24,"Near Mergui, Manmar",Myanmar Airways,Rangoon - Mergui,Fokker F-27 Friendship 600,XY-AET,10433,0,1996,49,44,5,8,8,0,0.16326530612244897,Rangoon 
4007,1996-08-12,"Markham Bay, Canada",First Air,Iqaluit - Markham Bay,de Havilland Canada DHC-6 Twin Otter 300,C-GNDN,427,0,1996,2,0,2,2,0,2,1.0,Iqaluit 
4008,1996-08-14,"Near Bronson Creek, British Columbia, Canada",Air North,Bronson Creek - Wrangell,Douglas DC-4,C-FGNI,10389/120,0,1996,3,0,3,1,0,1,0.3333333333333333,Bronson Creek 
4009,1996-08-17,"Near Jackson Hole, Wyoming",Military - U.S. Air Force,"Jackson Hole, WY - New York, NY",Lockheed C-130H Hercules,74-1662,4597,0,1996,9,1,8,9,1,8,1.0,"Jackson Hole, WY "
4010,1996-08-18,"Near Alliford Bay, British Columbia, Canada2",Harbour Air,Tasu - Alliford,de Havilland Canada DHC-3 Turbo Otter,C-GCMY,32,0,1996,3,2,1,3,2,1,1.0,Tasu 
4011,1996-08-19,"Belgrade, Yugosalvia",Spair Air Transport,Belgrade - Malta,Ilyushin IL-76T,RA-76513,083414451,0,1996,12,2,10,12,2,10,1.0,Belgrade 
4012,1996-08-29,"Near Longyearbyen, Norway",Vnokovo Airlines,Moscow - Svalbard,Tupolev TU-154M,RA-85621,86A-742,0,1996,141,129,12,141,129,12,1.0,Moscow 
4013,1996-09-25,"Waddenzee, Netherlands",Dutch Dakota Association,Texel - Amsterdam,Douglas DC-3C,PH-DDA,19109,0,1996,32,26,6,32,26,6,1.0,Texel 
4014,1996-10-02,"Off Pasamayo, Peru",Aeroperu,Lima - Santiago,Boeing B-757-200,N52AW,25489/505,0,1996,70,61,9,70,61,9,1.0,Lima 
4017,1996-10-08,"San Francesco al Campo, Italy",Aeroflot,"Moscow - Turin, Italy",Antonov An-124,RA-82069,9773053359122,2,1996,23,0,23,2,0,2,0.08695652173913043,Moscow 
4018,1996-10-22,"Manta, Ecuador",Million Air,Manta - Miami,Boeing B-707-323C,N751MA,19582/639,30,1996,4,0,4,4,0,4,1.0,Manta 
4019,1996-10-26,"Khanty, Russia",Tyumen Aviatrans,Tyumen - Khanty,Yakovlev YAK-40,RA-88527,9711252,0,1996,34,30,4,5,3,2,0.14705882352941177,Tyumen 
4020,1996-10-31,"Sao Paolo, Brazil",TAM (Brazil),Sao Paulo - Rio de Janiero,Fokker 100,PT-MRK,11440,3,1996,95,89,6,95,89,6,1.0,Sao Paulo 
4021,1996-11-01,"Near Tikal, Guatemala",Transported Areos Profesionales - TAPSA,Guatemala City - Flores,Embraer 110P1 Bandeirante,TG-TPA,110313,0,1996,16,14,2,16,14,2,1.0,Guatemala City 
4022,1996-11-07,"Lagos, Nigeria",Aviation Development Corporation,Port Harcourt - Lagos,Boeing B-727-231,5N-BBF,20054/718,0,1996,143,134,9,143,134,9,1.0,Port Harcourt 
4023,1996-11-07,"Aubusson, France",Jetcom S.A.,Geneva - Bordeaux,Cessna 421C Golden Eagle,HB-LRX,421C02172,0,1996,8,7,1,8,7,1,1.0,Geneva 
4024,1996-11-12,"Near Charkhi Dadri, India",Saudi Arabian Airlines / Kazakhstan Airlines,New Delhi - Dhahran / Chimkent - New Delhi,Boeing B-747-168B / Ilyushin IL-76TD,HZ-AIH/UN-76435,22748/555/1023413428,0,1996,349,316,33,349,316,33,1.0,New Delhi 
4025,1996-11-14,"Bolchaïa Pyssa, Russia",Komi Avia,Most Pyssa - Koslan,Antonov AN-2,RA-40309,1G221-39,0,1996,15,13,2,14,13,1,0.9333333333333333,Most Pyssa 
4026,1996-11-19,"Quincy, Illinois",United Express  / Private,"Burlington, IA - Quincy, IA",Beechcraft 1900-C / Beech King Air A90,N87GL / N1127D,UC-87 /,0,1996,14,10,4,14,10,4,1.0,"Burlington, IA "
4027,1996-11-22,"Off Cape Mendocino, CA",Military - U.S. Air Force,"San Diego, CA - Portland, OR",Lockheed HC-130P Hercules,64-14856,4072,0,1996,11,0,11,10,0,10,0.9090909090909091,"San Diego, CA "
4028,1996-11-23,"Off Mitsamiouli, Comoros",Ethiopian Airlines,Addis Ababa - Nairobi,Boeing B-767-260ER,ET-AIZ,23916/187,0,1996,175,163,12,127,117,10,0.7257142857142858,Addis Ababa 
4029,1996-11-27,"Abakan, Siberia, Russia",Military - Russian Air Force,Abakan - Petropavlosk - Kamchatsky,Ilyushin IL-76MD,RA-76804,0093492278,0,1996,23,19,4,23,19,4,1.0,Abakan 
4030,1996-11-30,"Medellin, Colombia",ACES Colombia,Medellin - Bahia Solano,de Havilland Canada DHC-6 Twin Otter 300,HK-2602,746,0,1996,15,13,2,14,12,2,0.9333333333333333,Medellin 
4031,1996-12-07,"Banjarmasin, Indonesia",Dirgantara Air Services,Banjarmasin - Sampit,CASA 212 Aviocar 100,PK-VSO,152/26N,2,1996,17,15,2,16,14,2,0.9411764705882353,Banjarmasin 
4032,1996-12-09,"Boise, Idaho",Emery Worldwide,Boise - Salt Lake City,Douglas C-47A,N75142,9173,0,1996,2,0,2,2,0,2,1.0,Boise 
4034,1996-12-21,"Rio Negro, Colombia",SELVA,Bogota - Medellin,Antonov An-32B,HK-4008X,3402,0,1996,4,1,3,4,1,3,1.0,Bogota 
4035,1996-12-22,"Narrows, Virginia",Airborne Express,Test flight,McDonnell Douglas DC-8-63F,N827AX,45901/293,0,1996,6,3,3,6,3,3,1.0,Test flight
4036,1996-12-24,"Near Nellore, India",Military - Indian Air Force,Tanbaram AFB - Hyderabad,Hindustan Aeronautics 748-2,H1032,528,0,1996,22,17,5,22,17,5,1.0,Tanbaram AFB 
4037,1996-12-24,"Dorchester, New Hampshire",Aircraft Charter Group Inc,"Bridgeport, CT - Lebanon, NH",Learjet 35A,N388LS,35-388,0,1996,2,0,2,2,0,2,1.0,"Bridgeport, CT "
4038,1997-01-07,"Near Moamoa, Samoa",Polynesian Airlines,Pago Pago - FagaliI,de Havilland Canada DHC-6 Twin Otter 300,5W-FAU,678,0,1997,5,3,2,3,2,1,0.6,Pago Pago 
4039,1997-01-09,"Near Monroe, Michigan",Comair,Cincinnati - Detroit,Embraer 120RT Brasilia,N265CA,120257,0,1997,29,26,3,29,26,3,1.0,Cincinnati 
4040,1997-01-29,"Sparrevohn, Alaska",Southcentral Air,St. Marys - Kenai,de Havilland Canada DHC-4A Caribou,N702SC,126,0,1997,2,0,2,1,0,1,0.5,St. Marys 
4041,1997-01-31,"Yola, Nigeria",Skypower Express Airways,Jos - Yola,Embraer 110P1A Bandeirante,5N-AXS,110458,0,1997,16,13,3,5,2,3,0.3125,Jos 
4042,1997-02-01,"Tambacoumba, Senegal",Air Senegal,Tambacounda - Dakar,Hawker Siddeley HS-748-353 Srs.2a,6AV-AEO,1769,0,1997,52,49,3,25,22,3,0.4807692307692308,Tambacounda 
4043,1997-02-02,"Near Quiangala, Angola",Force Area Populaire de Angola,Luanda - Cafunfo,CASA 212 Aviocar 200,T-400,325,0,1997,37,33,4,37,33,4,1.0,Luanda 
4045,1997-02-14,"Carajas, Brazil",Varig,Maraba - Carajas,Boeing B-737-2C3,PP-CJO,21013/393,0,1997,52,46,6,1,0,1,0.019230769230769232,Maraba 
4046,1997-02-19,"Guatemala City, Guatemala",Transpolar,"Lima, Peru - Guatemala City, Guatemala",IAI 1124 Westwind,YV-160CP,211,0,1997,5,4,1,5,4,1,1.0,"Lima, Peru "
4047,1997-03-12,"Lucapa, Angola",ALADA,Luanda - Lucapa,Antonov AN-12B,D2-FVG,6344506,0,1997,16,12,4,16,12,4,1.0,Luanda 
4049,1997-03-18,"Cherkessk, Russia",Stavropol Airlines,Stavropol - Trabzon,Antonov AN-24RV,RA-46516,37308502,0,1997,50,44,6,50,44,6,1.0,Stavropol 
